A,B,C,D,Volume,Height,H2
5.00,-36.00,3.00,2.00,7.680000,2140.775534,2.477606
6.00,-36.00,3.00,2.00,7.680016,2237.324152,2.568743
7.00,-36.00,3.00,2.00,7.679946,2137.722749,2.468568
8.00,-36.00,3.00,2.00,9.417904,1719.534365,2.139639
9.00,-36.00,3.00,2.00,10.108402,1988.211021,2.347777
10.00,-36.00,3.00,2.00,9.354262,1878.757894,2.142309
0.00,-33.00,3.00,2.00,10.339022,2756.212487,3.593070
1.00,-33.00,3.00,2.00,9.495877,1979.675360,2.427997
2.00,-33.00,3.00,2.00,9.873826,2271.764005,2.649925
3.00,-33.00,3.00,2.00,10.021353,2323.206121,2.689598
4.00,-33.00,3.00,2.00,8.883400,2002.964262,2.267989
5.00,-33.00,3.00,2.00,9.428182,2329.966801,2.668805
6.00,-33.00,3.00,2.00,7.680069,2434.061655,2.767163
7.00,-33.00,3.00,2.00,7.680000,2320.231640,2.653137
8.00,-33.00,3.00,2.00,9.321251,1869.977332,2.291598
9.00,-33.00,3.00,2.00,9.943313,2162.185272,2.523405
10.00,-33.00,3.00,2.00,9.276705,2042.741314,2.307503
0.00,-30.00,3.00,2.00,10.191568,3017.700939,3.863519
1.00,-30.00,3.00,2.00,9.322869,2173.832927,2.624427
2.00,-30.00,3.00,2.00,9.815008,2492.384647,2.873125
3.00,-30.00,3.00,2.00,9.956557,2546.566818,2.915063
4.00,-30.00,3.00,2.00,8.840346,2193.948541,2.460505
5.00,-30.00,3.00,2.00,9.364139,2552.588022,2.893813
6.00,-30.00,3.00,2.00,9.574875,2668.287409,3.003490
7.00,-30.00,3.00,2.00,9.603641,2565.288224,2.901014
8.00,-30.00,3.00,2.00,9.278686,2048.840844,2.472363
9.00,-30.00,3.00,2.00,9.824559,2369.325654,2.732672
10.00,-30.00,3.00,2.00,9.219962,2226.002718,2.492044
0.00,-60.00,2.00,3.00,10.638110,1871.295536,3.950805
1.00,-60.00,2.00,3.00,11.498168,1528.764788,2.283167
2.00,-60.00,2.00,3.00,10.539040,1535.962520,2.308410
3.00,-60.00,2.00,3.00,11.391977,1465.392734,2.057223
4.00,-60.00,2.00,3.00,10.477998,1916.300938,2.556252
5.00,-60.00,2.00,3.00,10.092729,1576.760470,2.223995
6.00,-60.00,2.00,3.00,11.421451,1512.254980,2.065050
7.00,-60.00,2.00,3.00,11.012579,1477.457002,2.020024
8.00,-60.00,2.00,3.00,10.655156,1189.821661,1.722411
9.00,-60.00,2.00,3.00,10.505869,1349.083492,1.897267
10.00,-60.00,2.00,3.00,11.246716,1763.916537,2.308013
0.00,-57.00,2.00,3.00,10.336659,1968.279284,4.051231
1.00,-57.00,2.00,3.00,11.465918,1608.075229,2.363450
2.00,-57.00,2.00,3.00,10.541768,1615.624674,2.389247
3.00,-57.00,2.00,3.00,11.211450,1542.286423,2.134865
4.00,-57.00,2.00,3.00,10.254275,2014.373530,2.653000
5.00,-57.00,2.00,3.00,10.063776,1658.836345,2.307536
6.00,-57.00,2.00,3.00,11.100967,1591.181241,2.145212
7.00,-57.00,2.00,3.00,10.980717,1554.911483,2.098439
8.00,-57.00,2.00,3.00,10.378546,1251.651552,1.784568
9.00,-57.00,2.00,3.00,10.393392,1419.253577,1.967847
10.00,-57.00,2.00,3.00,11.549937,1756.059970,2.288901
0.00,-54.00,2.00,3.00,10.413465,2075.748996,4.162729
1.00,-54.00,2.00,3.00,11.230777,1695.990824,2.452475
2.00,-54.00,2.00,3.00,10.385107,1703.913064,2.478890
3.00,-54.00,2.00,3.00,11.059204,1627.662947,2.221109
4.00,-54.00,2.00,3.00,10.124264,2125.603325,2.765084
5.00,-54.00,2.00,3.00,9.877498,1750.022677,2.400404
6.00,-54.00,2.00,3.00,10.916684,1678.787168,2.234221
7.00,-54.00,2.00,3.00,10.837674,1640.905767,2.185526
8.00,-54.00,2.00,3.00,10.248091,1320.231893,1.853527
9.00,-54.00,2.00,3.00,10.241072,1497.050530,2.046128
10.00,-54.00,2.00,3.00,11.298602,1959.129264,2.504556
0.00,-51.00,2.00,3.00,10.161726,2195.662695,4.286250
1.00,-51.00,2.00,3.00,11.169957,1794.023644,2.551785
2.00,-51.00,2.00,3.00,10.195365,1802.397581,2.578966
3.00,-51.00,2.00,3.00,10.684978,1722.999272,2.317460
4.00,-51.00,2.00,3.00,10.056653,2249.830174,2.890301
5.00,-51.00,2.00,3.00,7.680000,1841.906045,2.500883
6.00,-51.00,2.00,3.00,10.951915,1776.000631,2.332414
7.00,-51.00,2.00,3.00,10.885144,1736.413659,2.282165
8.00,-51.00,2.00,3.00,10.261344,1396.734449,1.930473
9.00,-51.00,2.00,3.00,10.130176,1583.836152,2.133462
10.00,-51.00,2.00,3.00,11.121045,2073.820983,2.620060
0.00,-48.00,2.00,3.00,9.867985,2330.104906,4.424457
1.00,-48.00,2.00,3.00,10.735878,1903.973102,2.663256
2.00,-48.00,2.00,3.00,10.026851,1912.817281,2.691242
3.00,-48.00,2.00,3.00,10.787880,1830.144930,2.425802
4.00,-48.00,2.00,3.00,9.879968,2389.377914,3.031011
5.00,-48.00,2.00,3.00,9.723346,1966.154437,2.620755
6.00,-48.00,2.00,3.00,11.015189,1886.336397,2.445218
7.00,-48.00,2.00,3.00,10.707409,1843.244710,2.390093
8.00,-48.00,2.00,3.00,11.407596,1899.932435,2.660856
9.00,-48.00,2.00,3.00,9.968667,1681.197326,2.231473
10.00,-48.00,2.00,3.00,10.787211,2202.693736,2.749868
0.00,-45.00,2.00,3.00,10.030745,2482.086872,4.580080
1.00,-45.00,2.00,3.00,10.648373,2028.153788,2.789250
2.00,-45.00,2.00,3.00,10.145719,2037.603401,2.818271
3.00,-45.00,2.00,3.00,10.710656,1951.435115,2.548516
4.00,-45.00,2.00,3.00,9.855126,2547.351873,3.190356
5.00,-45.00,2.00,3.00,9.715434,2095.699580,2.752975
6.00,-45.00,2.00,3.00,10.905413,2010.502199,2.571519
7.00,-45.00,2.00,3.00,10.647249,1963.829146,2.511875
8.00,-45.00,2.00,3.00,10.057167,1579.623192,2.114490
9.00,-45.00,2.00,3.00,10.074080,1791.230276,2.342277
10.00,-45.00,2.00,3.00,10.817088,2347.874848,2.897154
0.00,-42.00,2.00,3.00,9.811450,2655.087622,4.755592
1.00,-42.00,2.00,3.00,10.424129,2169.541515,2.932750
2.00,-42.00,2.00,3.00,10.070851,2179.658337,2.962913
3.00,-42.00,2.00,3.00,10.309209,2089.830114,2.688620
4.00,-42.00,2.00,3.00,9.790562,2727.659546,3.372299
5.00,-42.00,2.00,3.00,9.593073,2243.714951,2.904172
6.00,-42.00,2.00,3.00,10.612825,2152.044620,2.715555
7.00,-42.00,2.00,3.00,10.575720,2050.454873,2.622510
8.00,-42.00,2.00,3.00,9.875228,1690.128517,2.225739
9.00,-42.00,2.00,3.00,10.089257,1916.561131,2.468530
10.00,-42.00,2.00,3.00,10.368275,2574.103094,3.142403
0.00,-39.00,2.00,3.00,9.612801,2853.924260,4.955868
1.00,-39.00,2.00,3.00,10.288402,2331.928460,3.097706
2.00,-39.00,2.00,3.00,9.833797,2342.808106,3.129249
3.00,-39.00,2.00,3.00,10.248077,2249.247379,2.850113
4.00,-39.00,2.00,3.00,9.747803,2935.441336,3.582055
5.00,-39.00,2.00,3.00,9.549615,2414.465151,3.078748
6.00,-39.00,2.00,3.00,10.324904,2316.055843,2.885304
7.00,-39.00,2.00,3.00,10.236465,2258.739572,2.809719
8.00,-39.00,2.00,3.00,9.742427,1817.154763,2.353654
9.00,-39.00,2.00,3.00,9.917918,2060.592722,2.613678
10.00,-39.00,2.00,3.00,10.312421,2706.749458,3.257788
0.00,-36.00,2.00,3.00,9.657188,3084.776350,5.185927
1.00,-36.00,2.00,3.00,9.818392,2520.351090,3.289257
2.00,-36.00,2.00,3.00,9.610595,2532.139451,3.322455
3.00,-36.00,2.00,3.00,10.105867,2434.833042,3.038252
4.00,-36.00,2.00,3.00,9.668931,3177.474674,3.826505
5.00,-36.00,2.00,3.00,9.438728,2614.125903,3.283078
6.00,-36.00,2.00,3.00,10.192269,2504.043282,3.074016
7.00,-36.00,2.00,3.00,10.201985,2441.651497,2.994475
8.00,-36.00,2.00,3.00,9.708758,1964.685984,2.502267
9.00,-36.00,2.00,3.00,9.699881,2227.825835,2.782275
10.00,-36.00,2.00,3.00,10.282138,2929.868859,3.482724
0.00,-33.00,2.00,3.00,9.662606,3355.926874,5.452634
1.00,-33.00,2.00,3.00,9.813383,2741.585289,3.514325
2.00,-33.00,2.00,3.00,9.712828,2754.541057,3.549643
3.00,-33.00,2.00,3.00,9.900021,2653.608030,3.260210
4.00,-33.00,2.00,3.00,9.568549,3463.021764,4.115052
5.00,-33.00,2.00,3.00,9.366333,2849.899088,3.524652
6.00,-33.00,2.00,3.00,10.059662,2726.586943,3.300800
7.00,-33.00,2.00,3.00,10.071272,2656.348745,3.211367
8.00,-33.00,2.00,3.00,9.594132,2138.042515,2.676970
9.00,-33.00,2.00,3.00,9.913821,2617.594268,3.225868
10.00,-33.00,2.00,3.00,10.162047,3192.761466,3.747825
0.00,-30.00,2.00,3.00,9.512573,3679.440563,5.765815
1.00,-30.00,2.00,3.00,9.591583,3005.048864,3.782559
2.00,-30.00,2.00,3.00,9.605954,3019.436965,3.820516
3.00,-30.00,2.00,3.00,9.759169,2915.384636,3.526019
4.00,-30.00,2.00,3.00,9.568576,3805.024295,4.460844
5.00,-30.00,2.00,3.00,9.286807,3132.817051,3.814920
6.00,-30.00,2.00,3.00,9.827914,2995.240336,3.578556
7.00,-30.00,2.00,3.00,9.983911,3225.408714,3.872436
8.00,-30.00,2.00,3.00,9.517635,2344.772876,2.885367
9.00,-30.00,2.00,3.00,9.645298,2658.491774,3.216757
10.00,-30.00,2.00,3.00,10.240239,3507.064218,4.064859
0.00,-60.00,3.00,3.00,10.298900,1670.414211,3.084305
1.00,-60.00,3.00,3.00,9.789696,1128.621559,1.555664
2.00,-60.00,3.00,3.00,10.563774,1450.512139,1.965564
3.00,-60.00,3.00,3.00,10.562184,1300.351922,1.715809
4.00,-60.00,3.00,3.00,9.689782,1188.809631,1.491682
5.00,-60.00,3.00,3.00,7.680000,1437.143077,1.847916
6.00,-60.00,3.00,3.00,7.680000,1357.708634,1.724838
8.00,-60.00,3.00,3.00,9.490184,1097.321181,1.493918
9.00,-60.00,3.00,3.00,10.285817,1208.599076,1.613823
10.00,-60.00,3.00,3.00,9.989319,1235.577519,1.536345
0.00,-57.00,3.00,3.00,10.314988,1757.234505,3.172191
1.00,-57.00,3.00,3.00,9.711745,1188.030514,1.615526
2.00,-57.00,3.00,3.00,10.492243,1526.215213,2.042029
3.00,-57.00,3.00,3.00,10.555197,1368.621502,1.784656
4.00,-57.00,3.00,3.00,9.634382,1251.589797,1.554916
5.00,-57.00,3.00,3.00,7.680000,1511.839067,1.924001
6.00,-57.00,3.00,3.00,7.680000,1425.684910,1.794712
8.00,-57.00,3.00,3.00,9.714532,1154.578633,1.551581
9.00,-57.00,3.00,3.00,10.301639,1271.751445,1.677460
0.00,-54.00,3.00,3.00,10.186833,1853.531222,3.268870
1.00,-54.00,3.00,3.00,9.644579,1253.996105,1.682012
2.00,-54.00,3.00,3.00,10.463465,1610.229922,2.126931
3.00,-54.00,3.00,3.00,10.483113,1444.409532,1.861107
4.00,-54.00,3.00,3.00,9.542072,1321.384936,1.625235
5.00,-54.00,3.00,3.00,9.512381,1594.248789,2.007918
6.00,-54.00,3.00,3.00,7.680000,1504.404393,1.874590
7.00,-54.00,3.00,3.00,10.146222,1481.967124,1.853907
8.00,-54.00,3.00,3.00,9.556816,1218.102761,1.615575
9.00,-54.00,3.00,3.00,10.288594,1341.871239,1.748139
10.00,-54.00,3.00,3.00,9.947318,1372.256788,1.673962
0.00,-51.00,3.00,3.00,10.090137,1960.965975,3.375481
1.00,-51.00,3.00,3.00,9.521002,1327.658942,1.756276
2.00,-51.00,3.00,3.00,10.316424,1704.006794,2.221740
3.00,-51.00,3.00,3.00,10.310473,1529.027133,1.946493
4.00,-51.00,3.00,3.00,9.416822,1399.452373,1.703912
5.00,-51.00,3.00,3.00,9.491313,1686.135197,2.101545
6.00,-51.00,3.00,3.00,9.939904,1595.886190,1.966847
7.00,-51.00,3.00,3.00,9.808569,1558.550605,1.931275
8.00,-51.00,3.00,3.00,9.571339,1288.977685,1.686997
9.00,-51.00,3.00,3.00,10.721431,1464.717785,1.883783
10.00,-51.00,3.00,3.00,9.818025,1452.587354,1.754877
0.00,-48.00,3.00,3.00,9.974781,2081.547982,3.493943
1.00,-48.00,3.00,3.00,9.633812,1410.430739,1.839746
2.00,-48.00,3.00,3.00,10.287343,1809.346787,2.328305
3.00,-48.00,3.00,3.00,10.400559,1624.085346,2.042445
4.00,-48.00,3.00,3.00,9.323166,1487.342958,1.792517
5.00,-48.00,3.00,3.00,9.386975,1789.487903,2.206924
6.00,-48.00,3.00,3.00,9.876217,1691.264557,2.064284
7.00,-48.00,3.00,3.00,9.998410,1666.218778,2.041032
8.00,-48.00,3.00,3.00,9.494899,1368.564032,1.767224
9.00,-48.00,3.00,3.00,10.075093,1508.104044,1.915785
10.00,-48.00,3.00,3.00,9.793267,1542.901102,1.845877
0.00,-45.00,3.00,3.00,9.881579,2217.814850,3.625945
1.00,-45.00,3.00,3.00,9.561246,1504.099801,1.934233
2.00,-45.00,3.00,3.00,9.940743,1927.214504,2.448526
3.00,-45.00,3.00,3.00,10.324220,1731.612070,2.151021
4.00,-45.00,3.00,3.00,9.162173,1587.041748,1.893050
5.00,-45.00,3.00,3.00,9.269701,1906.922251,2.326732
6.00,-45.00,3.00,3.00,9.812423,1803.028257,2.177734
7.00,-45.00,3.00,3.00,10.017241,1776.579028,2.153149
8.00,-45.00,3.00,3.00,9.546780,1458.568445,1.857988
9.00,-45.00,3.00,3.00,10.079401,1607.638532,2.016221
10.00,-45.00,3.00,3.00,9.584010,1645.167597,1.948952
0.00,-42.00,3.00,3.00,9.776437,2373.154798,3.774039
1.00,-42.00,3.00,3.00,9.431120,1610.933333,2.042030
2.00,-42.00,3.00,3.00,10.124362,2064.536716,2.586676
3.00,-42.00,3.00,3.00,10.230695,1854.228601,2.274881
4.00,-42.00,3.00,3.00,9.188611,1700.957765,2.007940
5.00,-42.00,3.00,3.00,9.206891,2041.389429,2.463950
6.00,-42.00,3.00,3.00,9.824642,1930.399712,2.307015
7.00,-42.00,3.00,3.00,9.866572,1902.566792,2.281167
8.00,-42.00,3.00,3.00,9.427496,1561.134967,1.961461
9.00,-42.00,3.00,3.00,10.018215,1721.203819,2.130859
10.00,-42.00,3.00,3.00,9.491855,1761.900833,2.066634
0.00,-39.00,3.00,3.00,9.715713,2551.765207,3.941409
1.00,-39.00,3.00,3.00,9.361594,1733.938488,2.166175
2.00,-39.00,3.00,3.00,10.170699,2221.104343,2.745353
3.00,-39.00,3.00,3.00,10.170552,1995.274592,2.417412
4.00,-39.00,3.00,3.00,9.349720,1836.405069,2.145099
5.00,-39.00,3.00,3.00,9.147201,2199.078119,2.623731
6.00,-39.00,3.00,3.00,9.720167,2076.755609,2.455534
7.00,-39.00,3.00,3.00,9.795519,2047.747959,2.428711
8.00,-39.00,3.00,3.00,9.384498,1679.124708,2.080544
9.00,-39.00,3.00,3.00,10.005367,1851.955398,2.262902
10.00,-39.00,3.00,3.00,9.432273,1896.231979,2.202083
0.00,-36.00,3.00,3.00,9.603896,2759.445432,4.132106
1.00,-36.00,3.00,3.00,9.240539,1876.975275,2.310572
2.00,-36.00,3.00,3.00,10.107761,2403.410172,2.930239
3.00,-36.00,3.00,3.00,10.100755,2159.175199,2.583106
4.00,-36.00,3.00,3.00,9.109449,1985.627648,2.295147
5.00,-36.00,3.00,3.00,9.136614,2378.692453,2.808484
6.00,-36.00,3.00,3.00,9.697388,2246.715386,2.627970
7.00,-36.00,3.00,3.00,9.626324,2216.862372,2.600596
8.00,-36.00,3.00,3.00,9.333697,1816.224325,2.218980
9.00,-36.00,3.00,3.00,9.842154,2004.097015,2.416619
10.00,-36.00,3.00,3.00,9.268304,2060.707295,2.367884
0.00,-33.00,3.00,3.00,9.598746,3004.079131,4.351545
1.00,-33.00,3.00,3.00,9.305695,2045.280132,2.480544
2.00,-33.00,3.00,3.00,9.784124,2618.630036,3.148693
3.00,-33.00,3.00,3.00,9.953770,2351.902583,2.778028
4.00,-33.00,3.00,3.00,9.026341,2166.783288,2.477999
5.00,-33.00,3.00,3.00,9.208784,2601.706441,3.037787
6.00,-33.00,3.00,3.00,9.554977,2446.509644,2.830631
7.00,-33.00,3.00,3.00,9.604760,2416.399709,2.803412
8.00,-33.00,3.00,3.00,9.173517,1977.510994,2.381922
9.00,-33.00,3.00,3.00,9.827559,2183.313971,2.597783
10.00,-33.00,3.00,3.00,9.216460,2236.805488,2.545652
0.00,-30.00,3.00,3.00,9.350897,3296.345875,4.606972
1.00,-30.00,3.00,3.00,9.219423,2246.087072,2.683427
2.00,-30.00,3.00,3.00,9.714624,2875.915021,3.410110
3.00,-30.00,3.00,3.00,9.834503,2581.618111,3.010465
4.00,-30.00,3.00,3.00,8.993975,2384.262247,2.697598
5.00,-30.00,3.00,3.00,9.002604,2855.042936,3.295135
6.00,-30.00,3.00,3.00,9.418468,2684.869623,3.072349
7.00,-30.00,3.00,3.00,9.539480,2592.520922,2.988317
8.00,-30.00,3.00,3.00,9.143979,2169.944692,2.576437
9.00,-30.00,3.00,3.00,9.740458,2397.489794,2.814405
10.00,-30.00,3.00,3.00,9.204266,2457.238791,2.768151
0.00,-60.00,2.00,4.00,10.232270,1870.413539,4.002540
1.00,-60.00,2.00,4.00,11.387757,1529.980148,2.282545
2.00,-60.00,2.00,4.00,10.536882,1514.372926,2.223048
3.00,-60.00,2.00,4.00,11.428544,1448.487687,2.010831
4.00,-60.00,2.00,4.00,10.112218,1627.593031,2.002259
5.00,-60.00,2.00,4.00,9.730001,1643.705951,2.195460
6.00,-60.00,2.00,4.00,11.281238,1583.796206,2.082970
7.00,-60.00,2.00,4.00,10.940402,1573.262180,2.071418
8.00,-60.00,2.00,4.00,10.645289,1440.833660,1.990808
9.00,-60.00,2.00,4.00,11.555731,1377.758250,1.922653
10.00,-60.00,2.00,4.00,10.482992,1656.566077,2.025898
0.00,-57.00,2.00,4.00,10.107601,1967.224803,4.103292
1.00,-57.00,2.00,4.00,11.132709,1609.660274,2.362802
2.00,-57.00,2.00,4.00,10.466575,1593.335499,2.302825
3.00,-57.00,2.00,4.00,11.582174,1524.098943,2.087109
4.00,-57.00,2.00,4.00,10.020130,1713.451913,2.088687
5.00,-57.00,2.00,4.00,9.840738,1729.220965,2.283062
6.00,-57.00,2.00,4.00,11.034660,1665.775883,2.166431
7.00,-57.00,2.00,4.00,10.908967,1653.904835,2.153417
8.00,-57.00,2.00,4.00,10.623588,1515.982836,2.066421
9.00,-57.00,2.00,4.00,11.488265,1449.664310,1.995181
10.00,-57.00,2.00,4.00,10.369217,1744.015367,2.113912
0.00,-54.00,2.00,4.00,9.955714,2074.411235,4.215053
1.00,-54.00,2.00,4.00,10.619349,1698.045086,2.451856
2.00,-54.00,2.00,4.00,10.375864,1680.970246,2.391421
3.00,-54.00,2.00,4.00,11.435046,1608.004887,2.171785
4.00,-54.00,2.00,4.00,9.965660,1808.859487,2.184690
5.00,-54.00,2.00,4.00,9.713742,1824.236262,2.380372
6.00,-54.00,2.00,4.00,10.984963,1756.712224,2.259041
7.00,-54.00,2.00,4.00,10.541682,1893.474977,2.426443
8.00,-54.00,2.00,4.00,10.588560,1599.364746,2.150339
9.00,-54.00,2.00,4.00,11.249946,1529.571606,2.075815
10.00,-54.00,2.00,4.00,10.101033,1841.632073,2.211790
0.00,-51.00,2.00,4.00,9.861862,2193.988900,4.339128
1.00,-51.00,2.00,4.00,10.743040,1796.640108,2.551230
2.00,-51.00,2.00,4.00,10.213800,1778.554934,2.490118
3.00,-51.00,2.00,4.00,11.120177,1701.592073,2.266266
4.00,-51.00,2.00,4.00,9.851686,1915.453316,2.292045
5.00,-51.00,2.00,4.00,9.594913,1930.229103,2.488988
6.00,-51.00,2.00,4.00,10.675898,1858.154765,2.362388
7.00,-51.00,2.00,4.00,10.625223,1842.773801,2.345550
8.00,-51.00,2.00,4.00,10.354292,1692.409256,2.244010
9.00,-51.00,2.00,4.00,11.265334,1618.804518,2.165891
10.00,-51.00,2.00,4.00,10.151799,1949.839300,2.321104
0.00,-48.00,2.00,4.00,9.755275,2327.950552,4.477250
1.00,-48.00,2.00,4.00,10.910416,1907.321334,2.662829
2.00,-48.00,2.00,4.00,10.021601,1888.190663,2.601001
3.00,-48.00,2.00,4.00,11.176394,1806.622026,2.372342
4.00,-48.00,2.00,4.00,9.781628,2035.365106,2.412848
5.00,-48.00,2.00,4.00,9.489822,2049.268776,2.611053
6.00,-48.00,2.00,4.00,10.514059,1972.001149,2.478416
7.00,-48.00,2.00,4.00,10.351880,2128.562398,2.666633
8.00,-48.00,2.00,4.00,10.261599,1796.893511,2.349230
9.00,-48.00,2.00,4.00,10.966396,1719.079634,2.267152
10.00,-48.00,2.00,4.00,10.131934,2072.040939,2.444208
0.00,-45.00,2.00,4.00,9.650778,2479.237958,4.632931
1.00,-45.00,2.00,4.00,10.626343,2032.437017,2.789031
2.00,-45.00,2.00,4.00,9.862921,2012.355105,2.726670
3.00,-45.00,2.00,4.00,10.892297,1925.359491,2.492315
4.00,-45.00,2.00,4.00,9.765788,2171.204574,2.549814
5.00,-45.00,2.00,4.00,9.449066,2183.917678,2.749224
6.00,-45.00,2.00,4.00,10.546503,2100.692879,2.609626
7.00,-45.00,2.00,4.00,10.379318,2080.203842,2.587250
8.00,-45.00,2.00,4.00,10.273529,1915.054719,2.468264
9.00,-45.00,2.00,4.00,11.255966,2144.100490,2.772729
10.00,-45.00,2.00,4.00,9.992356,2210.623052,2.583775
0.00,-42.00,2.00,4.00,9.532525,2651.338272,4.808326
1.00,-42.00,2.00,4.00,10.072062,2174.999139,2.932894
2.00,-42.00,2.00,4.00,9.966762,2153.964739,2.870095
3.00,-42.00,2.00,4.00,10.743345,2060.602630,2.629029
4.00,-42.00,2.00,4.00,9.719527,2326.457793,2.706330
5.00,-42.00,2.00,4.00,9.501385,2337.547655,2.907001
6.00,-42.00,2.00,4.00,10.344515,2247.360501,2.759225
7.00,-42.00,2.00,4.00,10.397224,2223.449401,2.733156
9.00,-42.00,2.00,4.00,10.922683,1962.071465,2.512690
10.00,-42.00,2.00,4.00,9.891693,2368.954062,2.743322
0.00,-39.00,2.00,4.00,9.421366,2848.840560,5.007216
1.00,-39.00,2.00,4.00,10.158802,2338.912519,3.098381
2.00,-39.00,2.00,4.00,9.933875,2316.937705,3.035266
3.00,-39.00,2.00,4.00,10.701874,2216.028816,2.786225
4.00,-39.00,2.00,4.00,9.613175,2505.553949,2.886947
5.00,-39.00,2.00,4.00,9.404261,2514.323084,3.088723
6.00,-39.00,2.00,4.00,10.274007,2416.048163,2.931355
7.00,-39.00,2.00,4.00,10.273155,2387.896262,2.900728
8.00,-39.00,2.00,4.00,9.962599,2204.724098,2.760245
9.00,-39.00,2.00,4.00,10.784588,2111.023190,2.663270
10.00,-39.00,2.00,4.00,9.867581,2551.635152,2.927470
0.00,-36.00,2.00,4.00,9.316591,3077.728229,5.235558
1.00,-36.00,2.00,4.00,9.898744,2529.351623,3.290746
2.00,-36.00,2.00,4.00,9.810432,2506.493366,3.227516
3.00,-36.00,2.00,4.00,10.560871,2396.440048,2.968785
4.00,-36.00,2.00,4.00,9.515080,2714.404490,3.097609
5.00,-36.00,2.00,4.00,9.391348,2719.872172,3.300201
6.00,-36.00,2.00,4.00,10.147526,2612.104886,3.131501
7.00,-36.00,2.00,4.00,10.036435,2578.670245,3.095221
8.00,-36.00,2.00,4.00,9.874805,2384.880749,2.941953
9.00,-36.00,2.00,4.00,10.609547,2284.243909,2.838415
10.00,-36.00,2.00,4.00,9.676182,2764.725775,3.142349
0.00,-33.00,2.00,4.00,9.271237,3346.228604,5.500243
1.00,-33.00,2.00,4.00,9.726090,2753.308446,3.517090
2.00,-33.00,2.00,4.00,9.756885,2729.826072,3.454226
3.00,-33.00,2.00,4.00,10.398293,2608.363090,3.183358
4.00,-33.00,2.00,4.00,9.438136,2960.958648,3.346473
5.00,-33.00,2.00,4.00,9.270068,2961.823339,3.549621
6.00,-33.00,2.00,4.00,10.295958,2822.825864,3.353720
7.00,-33.00,2.00,4.00,10.077528,2802.667156,3.323710
8.00,-33.00,2.00,4.00,9.913483,2596.883111,3.155884
9.00,-33.00,2.00,4.00,10.318382,2487.891980,3.044284
10.00,-33.00,2.00,4.00,9.699398,3016.477658,3.396312
0.00,-30.00,2.00,4.00,9.131746,3665.461131,5.810387
1.00,-30.00,2.00,4.00,9.661271,3020.493459,3.787276
2.00,-30.00,2.00,4.00,9.697550,2996.914004,3.725603
3.00,-30.00,2.00,4.00,10.143805,2860.788795,3.439098
4.00,-30.00,2.00,4.00,9.371133,3256.347731,3.644751
5.00,-30.00,2.00,4.00,9.204378,3252.493583,3.849439
6.00,-30.00,2.00,4.00,9.741501,3119.663760,3.649974
7.00,-30.00,2.00,4.00,9.887004,3071.301456,3.597838
8.00,-30.00,2.00,4.00,9.744293,2849.964909,3.411401
9.00,-30.00,2.00,4.00,10.462132,2730.547024,3.289466
10.00,-30.00,2.00,4.00,9.597467,3318.403981,3.701013
